Wall time,Step,Value
1725339863.0410907,313,0.7224504351615906
1725339913.2865927,626,0.7269799113273621
1725339960.5373204,939,0.7398470044136047
1725340007.77697,1252,0.7519701719284058
1725340058.697153,1565,0.7580685019493103
1725340106.2645893,1878,0.7608123421669006
1725340153.9597507,2191,0.7540410757064819
1725340205.070905,2504,0.7565130591392517
1725340252.6238146,2817,0.7645882368087769
1725340300.2505274,3130,0.7737429141998291
1725340351.9579625,3443,0.7806973457336426
